#Beta_peaks Enhancers
#Created from /project/NeuralNet/CRC/ROSE/2.rose_Beta_narrow.05_broad.1_incltss/Beta_peaks_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by Beta_H3K27ac.bam
#Using cutoff of 13012.3095 for Super-Enhancers
#Created on Oct 24 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Beta_H3K27ac.bam	enhancerRank	isSuper
8_Beta_peak_17336_lociStitched	chr19	55718211	55740922	8	4983	12279.8377	302	0
7_Beta_peak_21731_lociStitched	chr22	18506434	18544850	7	4543	12277.7536	303	0
6_Beta_peak_16282_lociStitched	chr19	13261336	13279193	6	3930	12274.9018	304	0
4_Beta_peak_14766_lociStitched	chr17	74722015	74734091	4	2937	12254.7248	305	0
11_Beta_peak_17018_lociStitched	chr19	45942834	45989164	11	5090	12194.056	306	0
7_Beta_peak_18942_lociStitched	chr2	99346507	99392910	7	5033	12185.4278	307	0
7_Beta_peak_24533_lociStitched	chr3	193534504	193562564	7	4401	12169.622	308	0
8_Beta_peak_11816_lociStitched	chr16	3054266	3074297	8	4967	12140.7891	309	0
4_Beta_peak_22944_lociStitched	chr3	39182925	39195100	4	2019	12134.8225	310	0
5_Beta_peak_3314_lociStitched	chr1	235095846	235117423	5	1753	12119.8009	311	0
6_Beta_peak_21150_lociStitched	chr20	57386147	57430984	6	4417	12088.0552	312	0
3_Beta_peak_15155_lociStitched	chr17_ke332502_fix	332333	341196	3	1574	12057.2252	313	0
4_Beta_peak_21448_lociStitched	chr21	38432100	38446640	4	3346	12046.39	314	0
5_Beta_peak_34709_lociStitched	chr9_gl339450_fix	162062	202160	5	3095	12025.3902	315	0
5_Beta_peak_24414_lociStitched	chr3	184053364	184081131	5	3576	11975.9071	316	0
5_Beta_peak_30347_lociStitched	chr7	44223982	44240982	5	2772	11964.6	317	0
8_Beta_peak_10337_lociStitched	chr14	96342652	96382243	8	4057	11956.482	318	0
7_Beta_peak_24405_lociStitched	chr3	183947419	183980854	7	4165	11956.356	319	0
6_Beta_peak_13894_lociStitched	chr17	36886089	36909406	6	2834	11949.9625	320	0
5_Beta_peak_11670_lociStitched	chr16	638494	661519	5	4014	11924.6475	321	0
7_Beta_peak_16903_lociStitched	chr19	41903396	41945857	7	4617	11825.3885	322	0
8_Beta_peak_23210_lociStitched	chr3	52001621	52050381	8	5305	11741.408	323	0
5_Beta_peak_16004_lociStitched	chr19	5091172	5104283	5	2833	11740.9005	324	0
6_Beta_peak_2172_lociStitched	chr1	153918153	153950413	6	4062	11729.736	325	0
6_Beta_peak_28254_lociStitched	chr6	33538632	33567858	6	3954	11713.7808	326	0
8_Beta_peak_16270_lociStitched	chr19	13044097	13086211	8	4715	11711.9034	327	0
5_Beta_peak_20711_lociStitched	chr20	31407771	31427945	5	2378	11694.8678	328	0
5_Beta_peak_14539_lociStitched	chr17	65361948	65387628	5	3616	11686.968	329	0
5_Beta_peak_29431_lociStitched	chr6	158435594	158462217	5	3304	11660.874	330	0
3_Beta_peak_21022_lociStitched	chr20	48531594	48553665	3	2525	11655.6951	331	0
7_Beta_peak_12651_lociStitched	chr16	67867451	67907535	7	4871	11612.3348	332	0
3_Beta_peak_27903_lociStitched	chr6	7130211	7146643	3	1766	11607.5648	333	0
8_Beta_peak_8133_lociStitched	chr12	112521354	112568899	8	5405	11605.7345	334	0
5_Beta_peak_13976_lociStitched	chr17	39811463	39846206	5	4366	11590.2648	335	0
5_Beta_peak_19629_lociStitched	chr2	182543347	182550427	5	2580	11584.296	336	0
1_Beta_peak_21281_lociStitched	chr21	11186106	11186921	1	816	11552.625	337	0
5_Beta_peak_16318_lociStitched	chr19	14096850	14118131	5	3059	11551.3268	338	0
4_Beta_peak_13640_lociStitched	chr17	21188127	21199303	4	3128	11540.3376	339	0
5_Beta_peak_5129_lociStitched	chr11	1569298	1595277	5	4319	11513.8928	340	0
6_Beta_peak_16342_lociStitched	chr19	14607335	14640935	6	3210	11508	341	0
6_Beta_peak_4122_lociStitched	chr10	69577400	69610045	6	3609	11477.982	342	0
5_Beta_peak_30586_lociStitched	chr7	73114186	73133861	5	2013	11468.5575	343	0
5_Beta_peak_7025_lociStitched	chr12	6472525	6501842	5	4055	11442.4251	344	0
6_Beta_peak_18993_lociStitched	chr2	101850157	101870100	6	4072	11415.3732	345	0
6_Beta_peak_35032_lociStitched	chrX	40012772	40036041	6	3774	11322.6954	346	0
6_Beta_peak_13950_lociStitched	chr17	38474533	38505562	6	4096	11288.3502	347	0
4_Beta_peak_16032_lociStitched	chr19	5962452	5978704	4	1980	11238.258	348	0
5_Beta_peak_24999_lociStitched	chr4	39515943	39541162	5	3062	11227.4988	349	0
4_Beta_peak_31980_lociStitched	chr8	28197493	28210510	4	2273	11181.603	350	0
5_Beta_peak_5654_lociStitched	chr11	45920612	45952500	5	4085	11157.6112	351	0
4_Beta_peak_33039_lociStitched	chr8	142027836	142048781	4	3396	11117.606	352	0
6_Beta_peak_4181_lociStitched	chr10	74008281	74035670	6	4220	11111.7173	353	0
6_Beta_peak_11529_lociStitched	chr15	91404095	91427967	6	2729	11078.9952	354	0
5_Beta_peak_16756_lociStitched	chr19	38513552	38528187	5	2553	11056.7425	355	0
6_Beta_peak_23596_lociStitched	chr3	101533537	101569374	6	4100	11027.0449	356	0
4_Beta_peak_20970_lociStitched	chr20	45985714	45989526	4	2104	11014.3928	357	0
3_Beta_peak_14359_lociStitched	chr17	56064651	56084975	3	2983	11007.4784	358	0
2_Beta_peak_26431_lociStitched	chr5	49430018	49441061	2	1812	11001.0366	359	0
2_Beta_peak_7856_lociStitched	chr12	92528219	92539592	2	1454	10999.9656	360	0
7_Beta_peak_17037_lociStitched	chr19	46160486	46196478	7	5603	10995.556	361	0
7_Beta_peak_26017_lociStitched	chr4	185715743	185748114	7	4373	10986.7174	362	0
4_Beta_peak_17224_lociStitched	chr19	50370263	50381265	4	3283	10984.3968	363	0
2_Beta_peak_3905_lociStitched	chr10	38774274	38785134	2	688	10949.052	364	0
3_Beta_peak_2099_lociStitched	chr1	151020217	151043727	3	2489	10934.501	365	0
5_Beta_peak_16853_lociStitched	chr19	40926834	40951103	5	4375	10918.6231	366	0
6_Beta_peak_27783_lociStitched	chr5_gl339449_alt	621263	653132	6	4593	10902.3849	367	0
10_Beta_peak_12296_lociStitched	chr16	30406380	30457684	10	5793	10886.7088	368	0
4_Beta_peak_28693_lociStitched	chr6	61901488	61914401	4	1972	10879.2025	369	0
4_Beta_peak_5082_lociStitched	chr11	694776	712912	4	3066	10867.0912	370	0
3_Beta_peak_25361_lociStitched	chr4	85413980	85419674	3	2677	10853.9028	371	0
6_Beta_peak_10853_lociStitched	chr15	45103738	45123804	6	4008	10849.6862	372	0
4_Beta_peak_16036_lociStitched	chr19	6056423	6067838	4	2956	10779.1845	373	0
5_Beta_peak_10409_lociStitched	chr14	100937376	100953310	5	3529	10760.2302	374	0
4_Beta_peak_5879_lociStitched	chr11	61734734	61750865	4	1934	10738.4067	375	0
6_Beta_peak_17372_lociStitched	chr19	56091473	56117404	6	3728	10727.6547	376	0
7_Beta_peak_12979_lociStitched	chr16	85518310	85557706	7	4403	10688.1348	377	0
4_Beta_peak_12975_lociStitched	chr16	85470179	85495950	4	3350	10684.6566	378	0
7_Beta_peak_5904_lociStitched	chr11	62408375	62446896	7	5177	10658.7607	379	0
5_Beta_peak_12318_lociStitched	chr16	30661481	30671236	5	3231	10639.7785	380	0
4_Beta_peak_14918_lociStitched	chr17	79817874	79830094	4	2787	10606.96	381	0
4_Beta_peak_15828_lociStitched	chr19	1400782	1425112	4	2799	10566.519	382	0
4_Beta_peak_11787_lociStitched	chr16	2563584	2588451	4	2819	10541.1213	383	0
5_Beta_peak_5117_lociStitched	chr11	1318795	1331599	5	2720	10526.1684	384	0
6_Beta_peak_34529_lociStitched	chr9	137242135	137270500	6	2226	10523.415	385	0
9_Beta_peak_7053_lociStitched	chr12	7013600	7055407	9	4875	10510.2798	386	0
5_Beta_peak_8001_lociStitched	chr12	106514395	106542041	5	3055	10480.5986	387	0
4_Beta_peak_3494_lociStitched	chr10	695150	712257	4	2689	10467.7733	388	0
2_Beta_peak_30904_lociStitched	chr7	100026036	100034135	2	2946	10454.9991	389	0
3_Beta_peak_14068_lociStitched	chr17	41465418	41479355	3	2470	10438.813	390	0
3_Beta_peak_3956_lociStitched	chr10	42794588	42800209	3	1624	10405.5952	391	0
7_Beta_peak_30935_lociStitched	chr7	100781115	100823553	7	5141	10397.31	392	0
8_Beta_peak_8523_lociStitched	chr12_jh720444_fix	106400	147853	8	5002	10396.4124	393	0
4_Beta_peak_9481_lociStitched	chr14	24887995	24912035	4	3150	10394.896	394	0
2_Beta_peak_17096_lociStitched	chr19	47614536	47617035	2	2313	10388.8428	395	0
7_Beta_peak_18027_lociStitched	chr2	26234539	26257694	7	3736	10387.333	396	0
8_Beta_peak_18762_lociStitched	chr2	85804684	85843680	8	4972	10361.2372	397	0
7_Beta_peak_17100_lociStitched	chr19	47729532	47761167	7	4677	10344.645	398	0
2_Beta_peak_3465_lociStitched	chr1	249119941	249133568	2	2507	10334.7168	399	0
4_Beta_peak_33086_lociStitched	chr8	144511265	144529384	4	2311	10311.5229	400	0
4_Beta_peak_14621_lociStitched	chr17	70575844	70588847	4	3727	10284.0727	401	0
9_Beta_peak_2571_lociStitched	chr1	180548731	180581155	9	4897	10262.196	402	0
5_Beta_peak_1919_lociStitched	chr1	118133272	118156201	5	2978	10242.3843	403	0
7_Beta_peak_10548_lociStitched	chr14_kb021645_fix	129224	153882	7	3114	10238.0016	404	0
3_Beta_peak_21891_lociStitched	chr22	23862993	23881715	3	3260	10212.851	405	0
4_Beta_peak_18293_lociStitched	chr2	43446975	43454970	4	2293	10190.427	406	0
5_Beta_peak_22422_lociStitched	chr22	44982079	44994602	5	3899	10188.7128	407	0
3_Beta_peak_7305_lociStitched	chr12	34841446	34848122	3	1697	10187.576	408	0
3_Beta_peak_5917_lociStitched	chr11	62598823	62610048	3	3702	10172.095	409	0
3_Beta_peak_13702_lociStitched	chr17	27037638	27056047	3	3211	10150.7226	410	0
3_Beta_peak_14724_lociStitched	chr17	73775007	73781867	3	2624	10133.592	411	0
7_Beta_peak_5152_lociStitched	chr11	2196612	2232114	7	3851	10128.7206	412	0
7_Beta_peak_13740_lociStitched	chr17	27892946	27917130	7	3712	10125.8408	413	0
6_Beta_peak_11886_lociStitched	chr16	4664329	4675817	6	3021	10116.3328	414	0
4_Beta_peak_16891_lociStitched	chr19	41802998	41816671	4	3646	10096.1432	415	0
3_Beta_peak_22271_lociStitched	chr22	39915539	39928811	3	2579	10080.084	416	0
3_Beta_peak_20124_lociStitched	chr2	232571023	232573772	3	1947	10060.2404	417	0
4_Beta_peak_3355_lociStitched	chr1	236558287	236585165	4	2943	10041.6208	418	0
5_Beta_peak_12720_lociStitched	chr16	70316389	70334105	5	3631	10036.114	419	0
5_Beta_peak_30980_lociStitched	chr7	102252411	102257148	5	2000	10033.4397	420	0
4_Beta_peak_28122_lociStitched	chr6	25652189	25670424	4	2169	10014.662	421	0
7_Beta_peak_5891_lociStitched	chr11	62358452	62390162	7	5434	10010.847	422	0
4_Beta_peak_13074_lociStitched	chr16	89386105	89392487	4	1707	10009.5288	423	0
5_Beta_peak_26860_lociStitched	chr5	95186233	95206380	5	2406	10009.0296	424	0
7_Beta_peak_14446_lociStitched	chr17	60855978	60897187	7	6089	9956.0944	425	0
2_Beta_peak_15159_lociStitched	chr18	107866	110653	2	2433	9922.8348	426	0
3_Beta_peak_28700_lociStitched	chr6	64270358	64284164	3	2454	9914.0886	427	0
5_Beta_peak_2710_lociStitched	chr1	201671655	201689773	5	3941	9905.1106	428	0
4_Beta_peak_34315_lociStitched	chr9	130717177	130728665	4	2116	9898.0608	429	0
4_Beta_peak_13929_lociStitched	chr17	38210314	38232260	4	2516	9895.4514	430	0
4_Beta_peak_21244_lociStitched	chr20	62795560	62821658	4	2440	9888.5322	431	0
4_Beta_peak_28387_lociStitched	chr6	39008211	39029728	4	3617	9876.303	432	0
5_Beta_peak_1935_lociStitched	chr1	120173603	120203804	5	3154	9857.6064	433	0
4_Beta_peak_28445_lociStitched	chr6	41695623	41703320	4	2453	9830.6084	434	0
5_Beta_peak_4260_lociStitched	chr10	77155877	77169349	5	2892	9819.7408	435	0
7_Beta_peak_9316_lociStitched	chr13	113637431	113656545	7	2791	9799.7478	436	0
4_Beta_peak_8087_lociStitched	chr12	110173741	110191348	4	1859	9784.2099	437	0
5_Beta_peak_13665_lociStitched	chr17	25646838	25680851	5	4035	9775.3362	438	0
8_Beta_peak_27642_lociStitched	chr5	176036870	176074929	8	3843	9769.7453	439	0
4_Beta_peak_10036_lociStitched	chr14	74225752	74239016	4	2991	9717.2064	440	0
4_Beta_peak_33253_lociStitched	chr9	4662338	4680313	4	2761	9699.31	441	0
4_Beta_peak_17220_lociStitched	chr19	50305211	50321601	4	2632	9693.046	442	0
3_Beta_peak_1791_lociStitched	chr1	110527313	110547331	3	2134	9684.7084	443	0
5_Beta_peak_9811_lociStitched	chr14	62019893	62053026	5	2249	9645.0163	444	0
5_Beta_peak_19991_lociStitched	chr2	220191529	220223716	5	5732	9643.2252	445	0
3_Beta_peak_29247_lociStitched	chr6	143265813	143268684	3	2191	9639.6696	446	0
6_Beta_peak_19947_lociStitched	chr2	219252512	219272151	6	3553	9623.11	447	0
4_Beta_peak_33887_lociStitched	chr9	97662657	97677888	4	2466	9612.2841	448	0
5_Beta_peak_1799_lociStitched	chr1	110679012	110714813	5	4067	9605.4083	449	0
5_Beta_peak_13010_lociStitched	chr16	87416297	87426693	5	2691	9595.508	450	0
3_Beta_peak_2750_lociStitched	chr1	203246978	203260540	3	2988	9593.7588	451	0
3_Beta_peak_247_lociStitched	chr1	8930973	8939710	3	2108	9585.3627	452	0
2_Beta_peak_14349_lociStitched	chr17	55969628	55980695	2	2247	9576.2751	453	0
3_Beta_peak_24883_lociStitched	chr4	15003179	15006690	3	2944	9572.0393	454	0
3_Beta_peak_1361_lociStitched	chr1	59238900	59251336	3	2618	9570.7456	455	0
4_Beta_peak_21565_lociStitched	chr21	43639314	43655577	4	3427	9562.644	456	0
3_Beta_peak_8974_lociStitched	chr13	50697766	50700432	3	2251	9560.5426	457	0
5_Beta_peak_13030_lociStitched	chr16	87888258	87903047	5	2858	9549.2573	458	0
4_Beta_peak_13189_lociStitched	chr17	1618870	1628397	4	2903	9532.7162	459	0
4_Beta_peak_4860_lociStitched	chr10	121410406	121427334	4	2200	9525.3856	460	0
5_Beta_peak_25650_lociStitched	chr4	129495485	129523522	5	3112	9524.1689	461	0
6_Beta_peak_11754_lociStitched	chr16	2082862	2105528	6	4005	9517.4534	462	0
4_Beta_peak_15186_lociStitched	chr18	3246526	3262875	4	3391	9497.1341	463	0
4_Beta_peak_32124_lociStitched	chr8	38239246	38244599	4	2733	9493.5455	464	0
5_Beta_peak_11660_lociStitched	chr16	558615	577737	5	3521	9486.4242	465	0
6_Beta_peak_18366_lociStitched	chr2	46524870	46542401	6	3913	9438.6904	466	0
4_Beta_peak_4615_lociStitched	chr10	102124957	102134556	4	2133	9431.9774	467	0
3_Beta_peak_17121_lociStitched	chr19	48010519	48018300	3	1897	9425.1253	468	0
4_Beta_peak_5290_lociStitched	chr11	10314792	10330058	4	3251	9423.7018	469	0
3_Beta_peak_31870_lociStitched	chr8	21905585	21924326	3	1949	9402.3597	470	0
5_Beta_peak_1264_lociStitched	chr1	52421109	52436358	5	2369	9390.3342	471	0
6_Beta_peak_169_lociStitched	chr1	6661491	6685939	6	4583	9383.1424	472	0
3_Beta_peak_19239_lociStitched	chr2	129062862	129079934	3	1890	9381.064	473	0
3_Beta_peak_15811_lociStitched	chr19	1205782	1215891	3	3760	9374.0757	474	0
6_Beta_peak_25688_lociStitched	chr4	140649805	140668054	6	3122	9350.7876	475	0
6_Beta_peak_33767_lociStitched	chr9	90142000	90171856	6	2383	9338.9568	476	0
7_Beta_peak_5070_lociStitched	chr11	560091	585738	7	3552	9330.3786	477	0
3_Beta_peak_22970_lociStitched	chr3	42054614	42068321	3	2838	9327.6135	478	0
3_Beta_peak_7564_lociStitched	chr12	56109649	56132640	3	3272	9327.4487	479	0
4_Beta_peak_15497_lociStitched	chr18	42259086	42281451	4	2154	9308.313	480	0
5_Beta_peak_10637_lociStitched	chr15	31617953	31632295	5	3723	9293.616	481	0
5_Beta_peak_20619_lociStitched	chr20	23330545	23343430	5	3078	9266.892	482	0
3_Beta_peak_19761_lociStitched	chr2	201980739	201994487	3	2108	9257.9032	483	0
4_Beta_peak_14558_lociStitched	chr17	65564755	65591146	4	1812	9255.3237	484	0
2_Beta_peak_33559_lociStitched	chr9	66970971	66979401	2	1187	9255.297	485	0
6_Beta_peak_33018_lociStitched	chr8	141455491	141475503	6	3181	9251.5476	486	0
7_Beta_peak_3360_lociStitched	chr1	236644255	236688346	7	3332	9250.2918	487	0
1_Beta_peak_31584_lociStitched	chr7_gl000195_random	30884	33329	1	2446	9242.1	488	0
3_Beta_peak_6680_lociStitched	chr11	119224018	119239878	3	2514	9233.692	489	0
5_Beta_peak_21674_lociStitched	chr21	47724765	47745320	5	3017	9229.195	490	0
6_Beta_peak_29072_lociStitched	chr6	126361536	126386503	6	3499	9227.8032	491	0
4_Beta_peak_18070_lociStitched	chr2	27579058	27604246	4	4361	9223.8456	492	0
3_Beta_peak_7076_lociStitched	chr12	8178771	8191902	3	3704	9208.7703	493	0
7_Beta_peak_32846_lociStitched	chr8	125259924	125295821	7	3893	9207.5805	494	0
4_Beta_peak_12989_lociStitched	chr16	85635874	85647250	4	2659	9203.184	495	0
5_Beta_peak_15865_lociStitched	chr19	2150528	2169739	5	2778	9202.069	496	0
3_Beta_peak_2221_lociStitched	chr1	155145321	155164636	3	2854	9184.2825	497	0
3_Beta_peak_12257_lociStitched	chr16	29605877	29624855	3	2573	9183.4542	498	0
2_Beta_peak_22235_lociStitched	chr22	38901451	38903355	2	1700	9181.2784	499	0
3_Beta_peak_27362_lociStitched	chr5	142782502	142785471	3	2278	9172.7255	500	0
5_Beta_peak_2210_lociStitched	chr1	154972616	154990239	5	3240	9171.0092	501	0
4_Beta_peak_13161_lociStitched	chr17	1011539	1027039	4	2934	9152.75	502	0
3_Beta_peak_5557_lociStitched	chr11	34642791	34662760	3	2298	9143.8051	503	0
2_Beta_peak_2885_lociStitched	chr1	207985611	207997017	2	977	9135.0654	504	0
4_Beta_peak_29054_lociStitched	chr6	123110212	123126954	4	2755	9131.0868	505	0
4_Beta_peak_15465_lociStitched	chr18	34962025	34984453	4	3175	9130.4388	506	0
4_Beta_peak_16985_lociStitched	chr19	45245511	45261515	4	1846	9109.4768	507	0
2_Beta_peak_5829_lociStitched	chr11	60916156	60929758	2	2313	9101.0982	508	0
3_Beta_peak_16761_lociStitched	chr19	38548899	38562090	3	1066	9089.9181	509	0
4_Beta_peak_9623_lociStitched	chr14	50086648	50102614	4	3429	9089.4438	510	0
2_Beta_peak_4537_lociStitched	chr10	98337095	98347471	2	2187	9086.2632	511	0
3_Beta_peak_13369_lociStitched	chr17	7107723	7124268	3	2909	9063.351	512	0
6_Beta_peak_22196_lociStitched	chr22	37955794	37986253	6	2581	9061.5525	513	0
4_Beta_peak_13157_lociStitched	chr17	983286	991592	4	1709	9057.693	514	0
3_Beta_peak_27845_lociStitched	chr6	2988952	3000419	3	3485	9053.1965	515	0
3_Beta_peak_16665_lociStitched	chr19	35833037	35843671	3	3460	9049.534	516	0
5_Beta_peak_25261_lociStitched	chr4	76597667	76621997	5	3588	9048.327	517	0
3_Beta_peak_29397_lociStitched	chr6	157089300	157100823	3	2923	9046.7073	518	0
1_Beta_peak_33564_lociStitched	chr9	67320231	67321019	1	789	9022.6788	519	0
4_Beta_peak_2339_lociStitched	chr1	161123418	161148015	4	3978	9019.7199	520	0
6_Beta_peak_21134_lociStitched	chr20	57116942	57134183	6	2272	9017.043	521	0
2_Beta_peak_23102_lociStitched	chr3	48506790	48515182	2	2722	9012.1688	522	0
3_Beta_peak_6015_lociStitched	chr11	65138176	65153987	3	2402	8991.7157	523	0
2_Beta_peak_32663_lociStitched	chr8	101963397	101965646	2	2055	8991.2771	524	0
4_Beta_peak_31538_lociStitched	chr7	156931029	156951926	4	2391	8987.7997	525	0
5_Beta_peak_16700_lociStitched	chr19	36605261	36642906	5	3690	8982.097	526	0
3_Beta_peak_19965_lociStitched	chr2	219824508	219828882	3	1618	8979.822	527	0
9_Beta_peak_4585_lociStitched	chr10	99599517	99649375	9	4281	8979.4258	528	0
5_Beta_peak_26655_lociStitched	chr5	70500171	70529145	5	4500	8973.2478	529	0
2_Beta_peak_11419_lociStitched	chr15	85376082	85384963	2	2237	8967.1457	530	0
4_Beta_peak_3734_lociStitched	chr10	21805994	21823934	4	3626	8964.618	531	0
5_Beta_peak_16182_lociStitched	chr19	11038701	11072242	5	3884	8948.7388	532	0
4_Beta_peak_29086_lociStitched	chr6	128812595	128842210	4	3380	8908.192	533	0
3_Beta_peak_13287_lociStitched	chr17	3863177	3880641	3	2152	8906.64	534	0
4_Beta_peak_1235_lociStitched	chr1	51425208	51444477	4	3681	8904.2049	535	0
5_Beta_peak_32043_lociStitched	chr8	29994305	30027029	5	3448	8891.1108	536	0
5_Beta_peak_12452_lociStitched	chr16	50394477	50407756	5	2865	8879.6673	537	0
4_Beta_peak_29894_lociStitched	chr7	2883461	2903836	4	3602	8875.35	538	0
5_Beta_peak_10370_lociStitched	chr14	100021632	100045420	5	1756	8872.924	539	0
7_Beta_peak_18356_lociStitched	chr2	46132587	46166532	7	3017	8863.0395	540	0
6_Beta_peak_12637_lociStitched	chr16	67686959	67709435	6	4147	8862.2868	541	0
5_Beta_peak_13258_lociStitched	chr17	2863650	2886766	5	2119	8848.8048	542	0
7_Beta_peak_2175_lociStitched	chr1	154143763	154172772	7	4157	8847.745	543	0
6_Beta_peak_8081_lociStitched	chr12	110117292	110153236	6	3032	8842.224	544	0
5_Beta_peak_43_lociStitched	chr1	1240281	1260796	5	2850	8835.8105	545	0
4_Beta_peak_19404_lociStitched	chr2	158687209	158715153	4	2856	8830.304	546	0
1_Beta_peak_3436_lociStitched	chr1	245132960	245135131	1	2172	8822.2927	547	0
5_Beta_peak_32434_lociStitched	chr8	74205548	74227799	5	3220	8815.8462	548	0
4_Beta_peak_4642_lociStitched	chr10	103874024	103893507	4	3110	8806.316	549	0
4_Beta_peak_30487_lociStitched	chr7	61079121	61088545	4	2546	8803.9008	550	0
3_Beta_peak_20526_lociStitched	chr20	17537893	17551351	3	3133	8797.4946	551	0
4_Beta_peak_26627_lociStitched	chr5	69499427	69529010	4	3737	8795.0259	552	0
5_Beta_peak_23397_lociStitched	chr3	65938101	65957511	5	2445	8794.671	553	0
7_Beta_peak_11767_lociStitched	chr16	2255118	2282500	7	4774	8767.7164	554	0
4_Beta_peak_7609_lociStitched	chr12	57022648	57040615	4	4300	8764.3026	555	0
2_Beta_peak_29159_lociStitched	chr6	136610092	136612124	2	1846	8763	556	0
3_Beta_peak_20668_lociStitched	chr20	30148085	30161713	3	1999	8762.804	557	0
3_Beta_peak_19980_lociStitched	chr2	220109826	220119357	3	1889	8754.2235	558	0
4_Beta_peak_10503_lociStitched	chr14	105132250	105155724	4	3150	8748.7598	559	0
3_Beta_peak_4191_lociStitched	chr10	74079261	74092437	3	3333	8747.5464	560	0
5_Beta_peak_5160_lociStitched	chr11	2420769	2441610	5	2888	8746.9677	561	0
4_Beta_peak_12923_lociStitched	chr16	83932714	83946710	4	2183	8723.7068	562	0
6_Beta_peak_16404_lociStitched	chr19	17325695	17357376	6	3049	8718.6112	563	0
2_Beta_peak_11207_lociStitched	chr15	72754399	72767627	2	2192	8718.5748	564	0
5_Beta_peak_544_lociStitched	chr1	21577687	21589776	5	3061	8717.3779	565	0
5_Beta_peak_14052_lociStitched	chr17	41150349	41174256	5	3279	8702.148	566	0
2_Beta_peak_30023_lociStitched	chr7	8294162	8302599	2	2640	8685.0478	567	0
4_Beta_peak_2140_lociStitched	chr1	152008471	152026654	4	3773	8666.0178	568	0
7_Beta_peak_28275_lociStitched	chr6	34191425	34217440	7	2799	8639.5815	569	0
6_Beta_peak_31436_lociStitched	chr7	150777437	150787078	6	2798	8638.336	570	0
4_Beta_peak_5226_lociStitched	chr11	6624460	6641129	4	3990	8634.542	571	0
5_Beta_peak_14472_lociStitched	chr17	62151551	62185262	5	3868	8626.6449	572	0
4_Beta_peak_18055_lociStitched	chr2	27184930	27211998	4	2666	8615.7444	573	0
4_Beta_peak_34521_lociStitched	chr9	136920187	136933795	4	2259	8613.864	574	0
5_Beta_peak_15703_lociStitched	chr18	74189262	74207826	5	2388	8602.5576	575	0
